,Text,Text Classification,Sentiment
47,seems to be a great watch so far but really wish they would have included an ac adapter for the usb c wall plug,screen,positive
48,i upgraded from an apple watch 3 to this and it is much better i love the larger screen and the ecg and pulse ox functions,screen,positive
49,the screen is bigger and easier to read than series 5 I had a negative point the jadlog carrier made delivery a day late,screen,negative
50,i love my apple watch the things it can do i have afib and the ekg feature is priceless 5 stars for sure,screen,positive
51,i had changed my apple watch series 6 series 7 has much longer life time and bigger screen which was crucial for me with my 45mm version recommend everyone to purchase if you are into tracking your sleep fitness and other activities,screen,positive
52,this watch does everything you can imagine it is great,screen,positive
53,had an apple watch to and thought i was going to notice a big difference going from my apple watch seven the screen scratches just like the older models apps run the same disappointed but life goes on save your money,screen,positive
54,the screen alone beats all else once somebody gets to see the screen of the watch the thirst is filled the biggest feature is the screen of the watch i picked it up frequently to look at it and then put it away,screen,negative
55,watch arrived on time as promised easy to use,screen,positive
56,watch works as it should i have now track my sleep and have done better with getting sleep,screen,positive
57,what can you say it is an apple watch which is pretty much perfection nothing not to love about it,screen,positive
58,wife loves the blue color and size of her series 7 41mm it seems faster and better than my series 5,screen,positive
59,i like the bigger screen it is easier for me to type to reply to messages i wish the battery life was improved to at least 5 days however there is not much upgrade to features compared to my friend is 6 but i love the shade of blue and the rounded corners if you have series 5 or older go for the upgrade,screen,positive
60,the best watch ever,screen,positive
61,i liked that i can track my o2 level and sleep,screen,positive
62,this is my first apple watch i bought it from apple and i love it still learning all it has to offer i am disappointed however in the display this series is touted to be more rugged than previous series i am not that rough and after less than 2 months i already have 2 large scratches see picture at first i had a plastic film on it but once i got active moisture accumulated underneath there are were no covers available plus i did not want to add bulk to the already large display of course the warranty does not cover this eventually i will use my applecare to replace it,screen,positive
63,glad i ordered this off amazon it works perfectly and i have zero complaints by the way it is my first apple watch,screen,positive
64,i loved my new apple watch series 7 the green color is very nice and the big screen it is noticeable,screen,positive
65,the watch is amazing brand new just make sure that your phone is updated to the last update available so that the pairing process is quick easy,screen,positive
66,i do not know how to use this watch it is smarter than i am,screen,positive
67,the older i get the more i rely on my apple watch to track all my health issues so when i go to the doctor i have a good report of my body to present to him i can pull my activity counts average heartrate run an ekg and more it even tells him how much i am hydrating if i take a fall the watch detects and asks if it should call for help it tells me when i have been watching my televised story programs too long and need to stand up and move and also tracks how well i am sleeping the bigger screen on this model is also helpful to my failing eyes,screen,positive
68,"the apple watch works very well, fluid navigation and several applications to access the seller is mega attentive and responds quickly",screen,positive
69,i upgraded from a series 4 apple watch i like the always on display and the added blood oxygen measurement other than that it does not do much of anything that the older watch does not do but imo it is enough to justify the upgrade fwiw the slightly larger display is not at all obvious is it a little bigger yes but if i was not told beforehand i would never have noticed,screen,positive
70,this apple watch does not support kt cellular in the region apple watch can only be used with cellular plans that are certified by your carrier i live in south korea and as soon as i turn on this watch this is what i get what a disappointment,screen,negative
71,went from a series 2 to a series 7 i love my new watch,screen,positive
72,love the apple watch keeps track of exercise messages emails and everything you need,screen,positive
73,the watch is great the battery should last a little longer the screen is very beautiful and the finish is impeccable I recommend it,screen,positive
74,not brand new it is not an unopened box plastic wrapping is missing and microfractures on the screen the first package picture was not apple freshly wrapped the box was opened the plastic was ripped off of it and there are microfractures on the screen now the replacement package video has arrived and is also not apple freshly wrapped the plastic seal is nonexistent and the box is opened on one side now i am expected to go without the watch i paid for by returning my first one along with the replacement one then wait for a refund then purchase another one then pray that it is actually new still wrapped in apple is plastic seal then wait for that to arrive still all that equates to massive inconvenience multiplied by the loss of my prime time divided by every dime of mine stuck in limbo simplifies to being filled with hope that just maybe this time i will receive a brand new apple watch as advertised guess i will give the dice another roll maybe third times the charm so fingers crossed folks,screen,negative
75,truly overhyped and started having issues with it not even 3 days into having it spotify stopped syncing and many of the features were not working tried to use it to track my boxing workout and it kept ending work out on its own so it did not measure anything save your money go with fitbit or something cheaper because this is not worth it,screen,negative
76,very good performance and screen quality,screen,positive
77,absolutely no complaints got the watch it is been amazing can not imagine my routine without it after only about a week could not imagine not having it,screen,negative
78,great watch does everything i need it to do,screen,positive
79,it is a great watch but i sent it back but on refund,screen,positive
80,watch was a gift and she loved it,screen,positive
81,provides the ability to respond to text msgs without taking out my phone,screen,positive
82,purchased larger screen for husband who does not see well he has no problem seeing the screen,screen,negative
83,exactly as described,screen,negative
84,i used my apple watch to monitor for heart arrhythmias and blood oxygen saturation levels it works great for this purpose it is just fun that i can check the weather text messages and so much more,screen,positive
85,best watch yet love it,screen,positive
86,good watch for fans of the brand,screen,positive
87,the apple watch 7 is nice especially if you are upgrading from a version that is several years old but beware it only comes with a charger that is usb c so if you do not already have a usb power brick or old watch charger you have to buy that and will not be able to charge your watch,screen,positive
88,this is my 2nd apple watch after a watch version 1 i love the larger size and oxygen monitor,screen,positive
89,i love this watch,screen,positive
90,i am so happy with this purchase my apple watch is excellent and i received it after 2 days of placing my order,screen,positive
91,for now everything grade 10 the product arrived as promised and in the picture seller grade 10 also the watch arrived before the delivery deadline I'm loving it I recommend everyone to buy,screen,positive
92,too read data from my iphone and the pop up news head lines,screen,negative
93,does everything that it says and the display is even better than advertised i did not have any iphone watches before the series 7 but i know i can not live without this now i have a health condition and it allows me to give my doctor additional information to help me feel better,screen,positive
94,first time owning a smart watch after reading all the reviews went with the 7 does everything that i wanted and then some have not tried the sleep tracking yet,screen,positive
95,needed some form of contact since i am living alone so i linked my iwatch to my daughter is so she can make sure i am still moving around plus it has a help i have fallen feature all other products need you to push a button for help if you are passed out or dead that is kind of difficult to do,screen,negative
96,love this thing had been wanting an apple watch for a while and finally made the purchase arrived super quick,screen,positive
97,i considered buying a used apple watch a couple years ago because the current watch at the time did not seem to do much more than the older watches then the 7 was going to come out with always on feature and larger screen which for me was the thing i wanted i am so far loving it the ability to switch between always on faces means it can go from looking like an elegent watch plain artistic face to utilitarian with a swipe the added health features are a bonus although i do not really need them i could see those features being very handy for an older user that is trying to monitor changes to heart rate o2 saturation etc,screen,positive
98,apple watch series 7 is a great purchase easy to use and sync and has a wide variety of features,screen,positive
99,reliable watch full of technology and looks good,screen,positive
100,i have been using this apple watch for a year and highly recommend it,screen,positive
101,i am very happy with my beautiful apple watch easy to handle many functions,screen,positive
102,i have had the other generation of apple watches i only got this one because my gen 5 screen cracked all the heck now i do not feel much difference in the 7 from my 5 beyond the larger screen the 7 feels about the same weight is not much different,screen,negative
103,first of all it took me about six hours to get this apple watch to work and a sync with my phone that is number one then i had it maybe three days so i look back in history and i thought i was paying for a new one and i see information from january 2022 that is not right so i am sending it back and i am gonna go to the apple store and get mine,screen,positive
104,the brightness of the screen is the same as series 5 or at least to my eyes the more disappointing feature is the milanese band quality is not same as the series 5 one i have the series 7 band kinks quite often my series 5 band is constructed much better with a smooth jewel like feel,screen,positive
105,beautiful watch,screen,positive
106,i was debating between and 41 and 44mm watch i am very happy with the 41mm the notifications and awards for moving is incredibly motivating i love that you get to connect and compete with friends keeps you super accountable to get your daily movement and steps in highly recommend for anyone thinking about getting one of these gadgets really fun to play with,screen,positive
107,loud and clear on phone calls and i love the mindfulness and breathing app,screen,positive
108,love the health trackers on this watch,screen,positive
109,love the 41mm screen but iwatch 7 needs charging every time i turn around the band has come loose and fallen off twice thankfully it fell off inside my house i will purchase a different band for sure,screen,positive
110,exquisite watchlove it it is not available anywhere else except amazon and two day deliver,screen,positive
111,arrived well packaged icloud account successfully configured and arrived fast,screen,positive
112,my first apple watch,screen,negative
113,this is excellent as watch but health features are great,screen,positive
114,this is a great smart watch it is very useful and keeps you updated even your not beside your phone it helps me maintain my daily exercise and health app this is the best smart watch and i recommend it its a bet expensive but it comes into clutch anywhere anytime,screen,positive
115,got this watch at least 6 weeks before apple could ship it product is great,screen,positive
116,this watch replaced my iwatch 3 i still use the 3 for dirty work outside my iphone recognizes witch watch i have on automatically i can change the features of either watch on the iphone setting up the new watch took less than 10 minutes,screen,negative
117,i purchased this series 7 iwatch for my wife she found it by accident and is now wearing it daily she is amazed at all its functions and abilities talking to her wrist with her phone in another room is her favorite not cellular all the apps her o2 sat her ekg her connectivity she is thrilled with her gift,screen,positive
118,i had an older one almost 5 years old and so i knew i would love it with this one i got a bigger screen totally worth it everything about the new one is great if you are thinking about one trust me it is worth it i use it for the workout features and keeping me from sitting too much also to set timers and reminders leave your phone in the other room no problem text from your watch talk on the phone too it is like an 70s kid is now in the jetson is,screen,positive
119,100percent genuine apple watch this replaced my series 4 love the green case color highly recommend,screen,positive
120,my old watch broke i upgraded from a series 3 to the 7 and dang the difference is incredible the screen is amazing and the new app selections are really cool it only took a few minutes to get it all set up so it was super simple,screen,positive
121,i wish i could have bought it for me i purchased a series 6 apple watch for me earlier this year and this one i bought for my best friend it looks similar to series 6 but the added features are really great in series 7 larger full screen with a better battery life is really awesome and i got it in a pretty good deal the price is similar to that of series 6,screen,positive
122,i had an old apple watch second gen i also had the amazfit smart watch finally decided to upgrade my apple watch to the 7 series the display is clear and has more options it is lighter than the older model and i love the multiple face options i can have one for work one for the gym,screen,positive
123,my wife was a bit tepid on putting on her new iwatch 7 but now she loves it,screen,positive
124,really enjoying this watch it does everything i wanted and more,screen,positive
125,great watch thanks,screen,positive
126,my wife is in the healthcare business and holding her phone is a no no on the floor and therefore having an iwatch is perfect in her case she loves the quality functionality and me need i say more thanks apple for making me look good,screen,positive
127,the ios is horrible frustrating and counter intuitive want a stopwatch not on this device oh it has a stopwatch that is useless garbage after one minute the only thing it displays is 1 what genius thought of this it is not saving battery the display is still on you can raise your wrist and the numbers appear but if i have a heavy dumbbell in my hand or i am stabilizing it in my lap i can not move my wrist just have the flipping numbers on screen ffs do you want to know what minute you are on after 70 seconds tough sh the screen switches to the time so now you are forced to bring up your wrist and yes i have looked up and changed every setting possible nothing i do prevents this well why do not you download a third part app hey let is try that that was a massive headache itself and after i finally did download a third party stopwatch app that showed all of the numbers the amazing intuitive apple ios darkens and reverts to the time un flipping believable want to turn that setting off tough sh mr customer you can only look at the app for 70 seconds so screw your three minute timer peasant what you need to do is toggle the hide sensitive complications options on or off guess what that does not work not after 70 seconds while i am talking about the display sometimes an app view screen shows up randomly and i literally can not do anything to get out of it the only option i have is to turn it off and back on again that is extremely frustrating also they need to figure out which direction the scroll when is used for one screen the scroll wheel moves the screen in the direction you push the wheel up is up and down is down but when you go to move the cursor to edit text down on the wheel moves the cursor up why why would they do this well we are on the subject of text the talk to text on this watch is atrocious i can say the exact same thing on my iphone and it works great the watch simply does a turd job at understanding talk to text when i do scroll down to go up and select a word to change it to something that i actually said instead of what it wrote the options simply are not there ever also when i am on the workout app tracking my heart rate and i switch to a stopwatch app to track my time in between sets i looked down at my watch to check the time and it switched back to the workout app that is so extremely frustrating when i switch to another app i want to look at that flipping app i do not want you to change to the time i do not want you to change apps regardless of what you think i want to see it is little stuff like this that makes me want to ask will it blend sometimes i think putting it down the garbage disposal or in a vitamix would make me much happier due to the frustration i have with the ios what stops me from doing that the hardware the hardware is really amazing i love the way it feels in my wrist i love the heart rate monitor which never drops my heart rate unlike every fitbit or mio watch i have had the screen is fantastic the haptics are really nice and not overbearing for the amount that this thing cost the fact that the software is so crippling there is no way i can recommend someone purchase this until they get the ios fixed,screen,positive
128,I've been an apple watch user for a long time and I've never had any complaints about making an excellent product,screen,positive
129,best apple watch ever love it,screen,positive
130,got this to check my o2 levels and my afib and so my son knows when i fall since my balance is like a one year old is like that it connects with my phone and i can bluetooth music without exposing the phone to my cleaning or planting do not like that the apps are geared towards young athletic types we need the activity meter to have a rehab calibration and one for senior seniors over 70 completely different needs and abilities the huge boomer population is getting on and the medical aspects of this watch are helpful but there needs to be a bit more development geared towards differently abled half the icons are so small i can not tell what they are the list layout is heaven sent wish i could design my own icons because even the ones i can see are not intuitive i like the starlight color and the bigger size the warm brushed beige is flattering to aging complexions need a couple pastels or soft hues to balance the harsh dark primary colors cornflower cocoa turquoise and such still learning how to navigate the watch with my big arthritic fingers apple should design a fingertip stylus that attaches securely to the band waiting to be slipped on,screen,positive
131,absolutely love this watch,screen,positive
132,the new series 7 allows bigger fonts to fit within the watch face makes everything easier to see,screen,positive
133,the product is original comes with invoice and very well packed in addition the seller is super reliable and the delivery is fast and tracked the watch is beautiful the screen is bigger than the previous models I loved the new color and the battery lasts a long time as long as you disable the display mode always active it's worth remembering that the charger wire that charges much faster now is with the usb c so if you don't have the adapter provide one I'm satisfied with the purchase,screen,positive
134,my first apple watch and i am loving it new updates new faces it is really cool the apple community is really strong it is not cheap but if you use klarna or something it is literally 100 every other week enjoy,screen,positive
135,went from series 3 to series 7 love everything about it,screen,positive
136,my nearest best buy did not have it in stock i would have to wait a week for it to arrive and amazon had it delivered within a day i am super impressed as for the watch it is a good upgrade from my series 5 i went with the bigger screen size as well and i am in love with it,screen,positive
137,your iphone needs to be updated to at least ios 15 in order to pair it up with the series 7 apple watch,screen,negative
138,liked the display and health apps,screen,positive
139,100percent original product recommended,screen,positive
140,nice watch works great with my iphone 12 pro abyss blue is deep blue great new color much larger display then my apple watch 3 too many features to list watch face looks much better then the uploaded photos,screen,positive
141,love the color and it is user friendly but you must down load manuel for better understanding of its operations if your a first time user it explains the operation in detail being 70 appreciate the fall feature heart rate and oxygen saturation rate app also has a ekg app to verify if you are in atrial fabulation,screen,positive
142,i have upgraded from watch 4 to 7 so for me i see lot of changes and i really like it some one upgrading it from 6 to 7 i do not think it would be a great upgrade,screen,positive
143,the apple watch series 7 is very fast functional and beautiful the purchase came on time with all items as described in the ad,screen,positive
144,my apple watch does everything i want it to and more sleek and stylish with lots of helpful apps,screen,positive
145,my first apple watchit is perfect color fits good and it monitors my health,screen,positive
146,fast processor bog screen beautiful watch,screen,positive
147,beautiful watch super easy set up brand new wish i would have purchased it sooner,screen,positive
148,very nice looking watch easy to pair and love all the apps,screen,positive
149,great watch does everything,screen,positive
150,in love with my apple watch first one i have ever owned so i am really happy that i got the latest model,screen,positive
151,this product is top of the line what do you expect it is apple watch,screen,positive
152,latest feature packed,screen,negative
153,item is opened and watching is not working,screen,negative
154,i love my apple watch,screen,positive
155,i really like the series 7 i had the 6 so not much difference in overall functionality however the screen is noticeably larger more smoothed out and rounded i was a bit disappointed in what they are calling green while it is not black it is not black like navy blue is not black and yet is called blue the green is there but it is not even as green as the phones are but i would buy again regardless as i do really enjoy the larger size,screen,positive
156,upgraded my apple watch 4 44mm to this 7 45mm and i am so glad i did bigger screen more flexibility love it,screen,positive
157,I had the 1 gen that I bought right when it launched and I've been wanting to update it for a while not because I don't like it or anything like that but because I wanted some of the new features like ecg and blood oxygen measurement to do exercises and it's really good to sweat applications like strava and already load everything by itself the screen is another positive point even though it is smaller than my previous one it is bigger in its field of vision the only negative point I give is because of the compatibility of the bracelets that in this series are not compatible with the ones I had and so I'll have to buy new ones which is not very cheap apple blunder in my opinion,screen,positive
158,best version of apple watch so far,screen,positive
159,show apple products are indisputable,screen,negative
160,i like how big the screen is compared to my previous apple watch series 4 excellent battery life even with the always on display,screen,positive
161,it was asking for the watch to be updated and would not pair with the phone,screen,negative
162,i use this mainly to track my health walking sitting standing blood pressure and heart health it is perfect it helps to have an iphone in my opinion the set up is seamless this is not inexpensive by any any means but so worth the money,screen,positive
163,received a defective watch whose display will not turn on even after 2hrs of charging it first amazon delivers it late second it does not turn on third the amazon app does not have a replacement option only return how will i get this watch back on thanksgiving deal that i purchased it on very bad experience with amazon,screen,negative
164,good watch working like it is suppose too i can not complain,screen,positive
165,they have two sizes for the bands inside the box medium large and small i liked this concept better because i could never find a band that would fit my wrist the screen is bigger than the previous generation and the keyboard is a nice touch when texting,screen,positive
166,love my apple watch the apps great price too,screen,positive
167,i returned with item because it was a duplicate send to me,screen,negative
168,very good product good materials and finishes the stainless steel watch looks very elegant somewhat expensive but the sapphire screen is well worth it,screen,positive
169,display broken christmas day not even 24 hrs out of box,screen,negative
170,first time i have purchased the apple watch and it indeed came in its original case shipped and sold from amazon exceeded expectation,screen,positive
171,must beautiful watch apple ever made  wide screen less bezels and good battery can last for a complete day  valuable for money and surely it is the best smart watch in the market,screen,positive
172,updated from a 2 to the 7 could not be happier,screen,negative
173,enjoying my christmas gift great watch,screen,positive
174,i like the fact i can look at the face and see the time without having to touch it,screen,positive
175,i am 73 years old the week after i purchased this watch i fell this watch immediately alerted to ask if i needed emergency help the emergency button was on screen available for me to press if i was injured or could not get up it requested confirmation that i did not need help i wish i had it earlier this year when i had broken my foot from a fall rather than hobbling to a phone i could have just pressed the emergency button thank you apple watch,screen,negative
176,paired to my iphone 7s plus effortlessly i get a little over a day on a charge with a good amount of use magnetic snap on charger so easy to use 45mm screen big enough to see and use touch entry comfy band quite user friendly after watching a video had it since christmas day and still love it,screen,positive
177,this apple watch is perfect it let is me know if my blood pressure is off and i can check my pulse ox especially with being in covid times,screen,positive
